"creditpolicy","loanamnt","term","intrate","grade","emplength","targetloanstatus","dti","inqlast6mths","revolbal","revolutil","totalacc","delin2years","homeowner","logannualinc","ratioacc","verified","purpose_mod"
"1",25000,60,0.1825,"D",10,"0",9.91,0,14327,0.787,20,"N","Y",10.7476565230487,0.25,"Y","debt_consolidation"
"1",18000,36,0.079,"A",9,"0",23.13,0,22638,0.607,15,"N","N",10.6689553946757,0.666666666666667,"Y","debt_consolidation"
"1",12000,36,0.0662,"A",0,"0",12.53,0,60730,0.223,15,"N","Y",10.964032382797,0.466666666666667,"Y","debt_consolidation"
"1",4000,36,0.0603,"A",10,"0",9.01,1,6962,0.079,40,"N","Y",11.3963916487143,0.475,"N","debt_consolidation"
"1",30000,60,0.1864,"E",2,"0",15.58,1,13720,0.504,18,"N","Y",11.4181751284244,0.5,"Y","debt_consolidation"
"1",27700,60,0.203,"E",6,"0",0.32,0,1664,0.222,9,"N","Y",11.0020998412042,0.333333333333333,"Y","small_business"
"1",12000,36,0.0751,"A",10,"0",11.91,1,33702,0.358,51,"N","N",11.4075649493124,0.352941176470588,"Y","debt_consolidation"
"1",10000,36,0.0751,"A",2,"0",13.08,1,2748,0.625,23,"N","Y",11.4595246882431,0.347826086956522,"N","medical"
"1",16000,60,0.2235,"F",1,"1",21.16,1,43109,0.723,49,"Y","Y",11.6952470217642,0.510204081632653,"Y","other"
"1",5000,36,0.1596,"C",2,"0",18.53,2,34073,0.988,31,"N","Y",11.5129254649702,0.451612903225806,"Y","home_improvement"
"1",25000,60,0.2411,"G",4,"0",8.3,0,12990,0.977,31,"N","Y",11.8844890214027,0.258064516129032,"Y","credit_card"
"1",8000,36,0.089,"A",3,"0",14.75,2,8271,0.599,10,"N","Y",9.86266555801587,0.5,"N","credit_card"
"1",17375,36,0.1427,"C",3,"0",19.15,1,13995,0.601,12,"N","Y",10.77895628989,0.666666666666667,"Y","home_improvement"
"1",2500,36,0.1065,"B",3,"0",20.08,0,759,0.237,8,"N","N",9.65502619323763,0.5,"Y","moving"
"1",15800,60,0.1825,"D",4,"0",13.1,1,7495,0.856,15,"N","N",11.3265958867787,0.666666666666667,"Y","debt_consolidation"
"1",6000,36,0.0603,"A",10,"0",12.15,0,6564,0.058,47,"N","Y",11.1562505210315,0.425531914893617,"N","debt_consolidation"
"1",35000,36,0.1065,"B",7,"0",18.14,4,39871,0.039,33,"N","Y",12.8076526325646,0.242424242424242,"Y","house"
"1",15000,36,0.1677,"D",1,"0",16.45,0,13498,0.555,22,"Y","N",10.9852927228879,0.318181818181818,"Y","debt_consolidation"
"1",18500,36,0.1242,"B",9,"0",11.29,0,19679,0.569,18,"N","Y",11.418614785499,0.388888888888889,"Y","debt_consolidation"
"1",35000,60,0.1427,"C",1,"0",4.34,4,19107,0.006,47,"N","Y",13.2176735572087,0.404255319148936,"Y","house"
"1",6000,36,0.1065,"B",1,"0",8.1,3,1405,0.234,25,"N","Y",10.5966347330961,0.4,"Y","debt_consolidation"
"1",15000,36,0.1065,"B",6,"0",13.14,0,16100,0.475,38,"N","Y",11.0348896640272,0.342105263157895,"N","debt_consolidation"
"1",4800,36,0.1242,"B",10,"0",9.64,1,25029,0.795,18,"N","Y",11.5898865061064,0.333333333333333,"N","car"
"1",18000,60,0.1942,"E",6,"1",13.07,2,19639,0.476,34,"N","Y",10.9150884642146,0.617647058823529,"Y","debt_consolidation"
"1",20000,36,0.1242,"B",4,"0",8.41,0,3404,0.391,16,"N","Y",11.4075649493124,0.5625,"Y","home_improvement"
"1",29000,60,0.1269,"B",2,"0",12.88,0,17216,0.758,30,"N","Y",11.47210347045,0.466666666666667,"Y","debt_consolidation"
"1",14125,60,0.1527,"C",6,"0",23.54,1,10531,0.658,23,"N","N",10.5840559508892,0.304347826086957,"Y","debt_consolidation"
"1",17625,60,0.203,"E",6,"1",19.17,0,19820,0.851,27,"N","Y",10.4912742174382,0.62962962962963,"Y","debt_consolidation"
"1",5000,36,0.1269,"B",2,"0",14.8,1,12854,0.779,16,"N","N",10.4042628404486,0.3125,"Y","moving"
"1",10000,36,0.0662,"A",8,"0",8.29,0,12321,0.701,19,"N","N",11.1613801988515,0.473684210526316,"N","credit_card"
"1",10000,36,0.0603,"A",10,"0",4.85,0,9863,0.215,39,"N","Y",11.6952470217642,0.153846153846154,"N","small_business"
"1",13200,60,0.1427,"C",7,"0",12.61,0,17968,0.725,8,"N","N",10.7579028806922,0.75,"N","credit_card"
"1",2400,36,0.1171,"B",1,"0",1.6,0,1004,0.456,9,"N","Y",10.3089526606443,0.666666666666667,"Y","debt_consolidation"
"1",4000,36,0.079,"A",6,"0",9.75,0,6156,0.324,13,"N","Y",10.9595402267854,0.769230769230769,"Y","debt_consolidation"
"1",12000,36,0.0603,"A",1,"0",6.17,1,11467,0.181,19,"N","Y",10.622619193818,0.368421052631579,"Y","debt_consolidation"
"1",24000,60,0.1269,"B",3,"1",25.54,0,29750,0.96,38,"N","Y",11.3504065354725,0.263157894736842,"Y","credit_card"
"1",4000,60,0.1903,"E",7,"0",7.2,1,4460,0.991,26,"N","Y",10.9150157342971,0.230769230769231,"Y","debt_consolidation"
"1",3200,36,0.079,"A",0,"1",27.15,0,27919,0.748,29,"N","Y",10.77895628989,0.241379310344828,"N","debt_consolidation"
"1",14000,36,0.1171,"B",0,"0",14.94,0,12119,0.748,18,"Y","N",10.8026484021468,0.333333333333333,"N","debt_consolidation"
"1",10000,36,0.1629,"D",6,"1",14.01,1,17508,0.729,21,"N","Y",11.289781913656,0.619047619047619,"N","debt_consolidation"
"1",15000,36,0.1065,"B",3,"0",21.58,1,16995,0.478,19,"N","N",11.1418617835794,0.263157894736842,"N","credit_card"
"1",10000,36,0.1269,"B",10,"0",17.51,0,24978,0.915,35,"N","N",11.4927227576527,0.342857142857143,"N","other"
"1",1000,36,0.1903,"E",2,"1",15.54,2,10118,0.992,19,"N","N",10.5453414387085,0.421052631578947,"N","debt_consolidation"
"1",10075,36,0.1629,"D",3,"0",16.46,0,16338,0.86,15,"N","Y",10.9331069697173,0.733333333333333,"Y","debt_consolidation"
"1",19400,60,0.203,"E",10,"1",4.69,0,10457,0.735,4,"N","N",11.0821425488778,0.75,"Y","small_business"
"1",22400,36,0.1269,"B",1,"0",14.19,0,16616,0.918,30,"N","N",11.1982147201305,0.333333333333333,"Y","debt_consolidation"
"1",20000,36,0.1349,"C",4,"0",17.16,1,17319,0.862,30,"N","N",10.8197782844103,0.5,"Y","debt_consolidation"
"1",35000,60,0.1727,"D",3,"0",5.65,6,17695,0.931,25,"N","Y",12.6915804613119,0.24,"Y","debt_consolidation"
"1",25000,60,0.1758,"D",6,"0",12.96,0,18104,0.601,31,"N","Y",11.2252433925184,0.354838709677419,"Y","credit_card"
"1",27000,60,0.1242,"B",7,"0",12.84,0,32079,0.311,37,"N","Y",11.9183905730784,0.351351351351351,"Y","credit_card"
"1",35000,60,0.2274,"G",4,"0",16.94,0,18686,0.912,20,"N","N",11.5617156291397,0.5,"Y","debt_consolidation"
"1",15000,36,0.0662,"A",8,"0",1.16,0,3679,0.094,5,"N","Y",11.289781913656,0.8,"Y","other"
"1",30000,60,0.1349,"C",4,"0",22.85,2,4666,0.262,46,"N","Y",11.2252433925184,0.239130434782609,"Y","house"
"1",22000,60,0.2089,"F",4,"1",6.27,1,7077,0.715,10,"N","N",11.0508900053737,0.5,"Y","debt_consolidation"
"1",21000,60,0.1677,"D",2,"0",13.69,0,31157,0.527,24,"N","Y",11.7360690162844,0.75,"Y","debt_consolidation"
"1",22500,60,0.1427,"C",10,"0",20.56,1,23439,0.672,18,"N","N",10.7144177687525,0.5,"Y","debt_consolidation"
"1",5000,36,0.0751,"A",10,"0",12.37,0,9623,0.624,7,"N","Y",10.7144177687525,0.714285714285714,"N","major_purchase"
"1",9600,36,0.079,"A",9,"0",6.8,0,7349,0.628,8,"N","N",10.8967393255464,0.625,"Y","small_business"
"1",12000,60,0.1427,"C",7,"0",13.09,0,11646,0.515,11,"N","N",10.4042628404486,0.818181818181818,"Y","debt_consolidation"
"1",4500,36,0.0603,"A",10,"0",10.99,0,18027,0.429,27,"N","N",10.9843940140853,0.333333333333333,"Y","debt_consolidation"
"1",3000,36,0.1465,"C",1,"0",5.19,1,6059,0.178,15,"N","Y",11.1272629841582,0.333333333333333,"Y","debt_consolidation"
"1",16100,60,0.2089,"F",6,"0",22.32,1,16980,0.959,22,"N","Y",10.9150884642146,0.590909090909091,"Y","debt_consolidation"
"1",18200,36,0.1825,"D",10,"0",10.07,2,9345,0.857,24,"N","Y",10.9987701372208,0.333333333333333,"Y","credit_card"
"1",35000,60,0.2235,"F",1,"1",15.84,2,23854,0.806,44,"N","Y",11.5129254649702,0.227272727272727,"Y","debt_consolidation"
"1",15000,36,0.0991,"B",10,"0",16.73,2,27614,0.69,24,"N","Y",10.9150884642146,0.541666666666667,"N","debt_consolidation"
"1",10000,36,0.0662,"A",2,"0",6.04,0,756,0.018,17,"N","Y",11.4955758266351,0.470588235294118,"Y","credit_card"
"1",8500,36,0.089,"A",1,"0",18.28,0,7068,0.368,12,"N","N",10.7579028806922,0.5,"Y","debt_consolidation"
"1",1800,36,0.1171,"B",10,"0",15.33,1,4426,0.422,16,"N","N",10.7995755770928,0.3125,"N","medical"
"1",14000,36,0.1269,"B",9,"0",15.89,2,15386,0.631,19,"N","N",10.7144177687525,0.473684210526316,"N","credit_card"
"1",3000,36,0.1677,"D",4,"1",12.87,0,0,0,13,"Y","N",10.9869862033942,0.153846153846154,"N","car"
"1",17200,36,0.1758,"D",10,"0",8.98,0,11585,0.757,17,"N","N",11.4616321705827,0.705882352941177,"Y","debt_consolidation"
"1",6000,36,0.0991,"B",1,"0",11.57,3,5869,0.314,10,"N","N",10.7144177687525,0.6,"N","debt_consolidation"
"1",16675,60,0.1171,"B",7,"0",8.68,0,18885,0.663,43,"N","Y",11.1844213979982,0.232558139534884,"N","car"
"1",4000,36,0.1629,"D",10,"0",20.91,0,11573,0.938,23,"N","N",11.2252433925184,0.347826086956522,"Y","debt_consolidation"
"1",5250,60,0.1758,"D",10,"0",23.45,2,17666,0.953,23,"N","Y",10.9852927228879,0.434782608695652,"N","credit_card"
"1",2500,60,0.1269,"B",1,"0",14.82,0,7798,0.275,11,"Y","Y",10.4293988137202,0.727272727272727,"N","car"
"1",12875,60,0.1171,"B",1,"0",13.69,0,11422,0.692,16,"N","N",10.2035921449865,0.3125,"Y","debt_consolidation"
"1",7000,36,0.1269,"B",10,"0",21.95,0,13100,0.693,26,"N","N",10.77895628989,0.807692307692308,"Y","debt_consolidation"
"1",1500,36,0.1465,"C",5,"0",2.64,3,8965,0.366,18,"N","Y",11.4371237515539,0.611111111111111,"N","debt_consolidation"
"1",5300,36,0.089,"A",4,"0",15.2,0,16843,0.569,14,"N","N",10.4912742174382,0.571428571428571,"Y","debt_consolidation"
"1",12250,60,0.1171,"B",10,"0",23.76,0,36376,0.722,30,"N","Y",11.0665758603886,0.466666666666667,"Y","debt_consolidation"
"1",4200,60,0.1677,"D",7,"0",10.65,2,4753,0.914,13,"N","Y",10.00278975361,0.692307692307692,"Y","debt_consolidation"
"1",2400,36,0.1269,"B",1,"0",17.01,1,788,0.125,29,"Y","Y",10.9508065468167,0.413793103448276,"N","other"
"1",24250,60,0.1903,"E",10,"0",24,2,19186,0.81,26,"N","N",10.9014872953368,0.307692307692308,"Y","debt_consolidation"
"1",12000,36,0.079,"A",2,"0",17.06,0,11238,0.504,12,"N","N",10.6454248972655,0.5,"N","credit_card"
"1",10000,36,0.1171,"B",2,"0",5.98,0,9005,0.726,9,"N","Y",10.7135062423273,0.555555555555556,"N","debt_consolidation"
"1",22000,60,0.1825,"D",5,"0",19.64,2,9191,0.232,20,"Y","Y",11.4295438560312,0.75,"Y","other"
"1",20000,60,0.1677,"D",6,"0",17.56,1,15766,0.813,13,"N","Y",11.0020998412042,0.538461538461538,"Y","debt_consolidation"
"1",7800,36,0.1427,"C",3,"0",1.9,2,3970,0.735,10,"N","N",10.4912742174382,0.2,"Y","major_purchase"
"1",32000,60,0.2089,"F",10,"0",18.84,1,11749,0.739,24,"N","Y",11.5129254649702,0.5,"Y","car"
"1",22950,36,0.1349,"C",1,"0",21.83,1,15991,0.824,37,"N","N",10.8589989975636,0.189189189189189,"Y","credit_card"
"1",1000,36,0.1629,"D",1,"1",15,3,729,0.729,12,"N","N",9.57498348556409,0.583333333333333,"N","debt_consolidation"
"1",1950,36,0.1427,"C",4,"0",16.93,0,3108,0.366,10,"N","N",9.33609157728174,0.9,"Y","debt_consolidation"
"1",4650,36,0.0662,"A",1,"0",9.54,0,8619,0.571,15,"N","Y",10.5186731916264,0.466666666666667,"Y","credit_card"
"1",20000,60,0.1991,"E",6,"0",24.23,0,47260,0.871,40,"Y","N",11.8240798936072,0.175,"Y","home_improvement"
"1",12000,36,0.1349,"C",10,"0",4.04,0,20750,0.774,17,"N","Y",12.2060726455302,0.529411764705882,"Y","debt_consolidation"
"1",9450,36,0.1677,"D",1,"0",14.08,1,9176,0.891,6,"N","N",10.1658518170036,0.666666666666667,"Y","debt_consolidation"
"1",16000,36,0.079,"A",5,"0",17.88,0,13932,0.532,12,"N","N",10.3089526606443,0.583333333333333,"Y","other"
"1",16000,36,0.089,"A",8,"0",8.93,0,9244,0.69,8,"N","N",10.6656009375608,0.5,"Y","debt_consolidation"
"1",4800,36,0.1065,"B",3,"0",3.38,3,2276,0.345,8,"N","N",10.1064283965328,0.625,"N","car"
"1",5000,36,0.1065,"B",10,"0",10.79,2,18429,0.524,44,"N","Y",11.4616321705827,0.295454545454545,"N","vacation"
"1",7100,36,0.079,"A",1,"0",18.91,0,10469,0.824,28,"N","N",10.1266311038503,0.178571428571429,"N","credit_card"
"1",6000,36,0.1349,"C",2,"0",15.84,0,10621,0.85,17,"N","N",10.3089526606443,0.529411764705882,"N","credit_card"
"1",9000,36,0.1629,"D",3,"0",13.97,1,10300,0.896,16,"N","N",11.3445068133453,0.5,"N","debt_consolidation"
"1",5000,36,0.1242,"B",4,"0",18.54,3,3216,0.441,11,"N","N",10.7971031353711,0.727272727272727,"N","debt_consolidation"
"1",10000,36,0.1349,"C",10,"0",21.38,0,9575,0.404,18,"Y","N",11.0020998412042,0.611111111111111,"Y","other"
"1",25000,60,0.1758,"D",1,"0",9.91,1,6550,0.374,11,"N","Y",10.8197782844103,0.454545454545455,"Y","small_business"
"1",15000,60,0.1427,"C",4,"1",8.88,0,16773,0.685,22,"Y","Y",11.0020998412042,0.318181818181818,"N","debt_consolidation"
"1",15000,36,0.1527,"C",6,"0",22.69,1,14475,0.724,32,"N","Y",10.9150884642146,0.375,"N","debt_consolidation"
"1",8400,36,0.1864,"E",10,"0",18.47,1,6835,0.976,23,"N","N",10.4912742174382,0.304347826086957,"Y","debt_consolidation"
"1",25000,60,0.1527,"C",10,"0",9.88,1,19765,0.878,24,"N","Y",11.9183905730784,0.25,"Y","debt_consolidation"
"1",6000,36,0.1527,"C",2,"0",16.34,1,389,0.486,20,"Y","N",10.2750511089686,0.2,"Y","moving"
"1",6000,36,0.0662,"A",4,"0",20.51,3,7209,0.302,24,"N","Y",10.8780471925343,0.416666666666667,"Y","credit_card"
"1",2500,36,0.1465,"C",0,"0",18.14,2,2187,0.288,22,"Y","Y",10.4222813459513,0.454545454545455,"Y","debt_consolidation"
"1",12000,36,0.0662,"A",7,"0",10.56,3,31510,0.347,29,"N","Y",11.289781913656,0.344827586206897,"Y","renewable_energy"
"1",1500,36,0.1242,"B",1,"0",22.19,0,17911,0.743,31,"N","N",11.0508900053737,0.387096774193548,"Y","other"
"1",8000,36,0.1065,"B",1,"1",1.88,0,1796,0.641,8,"N","N",10.6646671434879,0.625,"Y","car"
"1",24000,60,0.1269,"B",2,"0",6.77,3,9595,0.516,19,"N","Y",12.1007121298723,0.473684210526316,"Y","debt_consolidation"
"1",7200,36,0.1171,"B",9,"0",9.47,3,6257,0.232,37,"Y","N",11.5617156291397,0.243243243243243,"Y","credit_card"
"1",4400,36,0.079,"A",4,"0",1.09,0,2813,0.541,15,"N","Y",11.4616321705827,0.333333333333333,"N","debt_consolidation"
"1",23000,36,0.0662,"A",10,"0",3.77,0,18467,0.373,21,"N","Y",11.6952470217642,0.285714285714286,"Y","debt_consolidation"
"1",2000,36,0.1349,"C",10,"0",24.38,3,2556,0.22,27,"N","Y",11.1562505210315,0.37037037037037,"Y","home_improvement"
"1",12000,36,0.1269,"B",1,"0",8.31,0,10773,0.728,22,"N","N",11.289781913656,0.409090909090909,"N","credit_card"
"1",17000,60,0.1903,"E",7,"1",17.27,0,9310,0.597,11,"N","N",10.9331069697173,0.636363636363636,"Y","debt_consolidation"
"1",3000,36,0.0662,"A",1,"0",16.32,1,58403,0.628,23,"N","Y",10.7144177687525,0.304347826086957,"N","car"
"1",15000,36,0.0603,"A",2,"0",6.23,2,6457,0.118,30,"N","Y",12.2060726455302,0.366666666666667,"Y","home_improvement"
"1",28625,60,0.2235,"F",10,"1",24.6,1,9843,0.553,41,"Y","Y",11.1844213979982,0.317073170731707,"Y","debt_consolidation"
"1",14000,60,0.1727,"D",8,"1",17.97,1,7265,0.611,31,"N","N",10.6689553946757,0.548387096774194,"Y","debt_consolidation"
"1",10200,36,0.1242,"B",4,"0",17.86,2,9817,0.642,31,"Y","Y",11.1562505210315,0.290322580645161,"Y","debt_consolidation"
"1",24000,36,0.1171,"B",9,"0",13.23,0,24004,0.762,20,"N","Y",11.3504065354725,0.35,"Y","credit_card"
"1",10250,36,0.1465,"C",5,"0",19.63,1,23526,0.771,27,"N","Y",10.9331069697173,0.444444444444444,"Y","credit_card"
"1",6100,60,0.1349,"C",3,"0",27.94,0,6446,0.471,25,"N","N",10.6596095322575,0.64,"Y","debt_consolidation"
"1",5800,60,0.1758,"D",2,"1",1,2,0,0,12,"N","N",10.3089526606443,0.666666666666667,"Y","house"
"1",24000,36,0.0991,"B",2,"0",5.81,0,27435,0.618,15,"N","N",11.7752897294377,0.733333333333333,"Y","debt_consolidation"
"1",6000,36,0.1427,"C",1,"0",14.13,2,10417,0.485,25,"N","Y",10.8967393255464,0.6,"Y","debt_consolidation"
"1",1000,36,0.1629,"D",1,"1",22.08,0,4431,0.703,10,"N","Y",9.75730504235805,0.7,"Y","debt_consolidation"
"1",11000,36,0.0991,"B",3,"0",13.4,0,11018,0.684,17,"N","N",10.9715547193761,0.764705882352941,"Y","debt_consolidation"
"1",9000,36,0.1677,"D",5,"0",14.63,0,1400,0.875,32,"N","N",10.3734911817819,0.25,"Y","other"
"1",3000,36,0.1269,"B",2,"0",22.5,2,9200,0.724,24,"N","Y",9.90348755253613,0.375,"Y","other"
"1",2000,36,0.1065,"B",4,"0",6.67,0,894,0.639,7,"N","N",9.57498348556409,0.428571428571429,"N","debt_consolidation"
"1",12500,60,0.1677,"D",6,"1",19.95,1,17657,0.714,23,"N","N",10.4631033404715,0.434782608695652,"Y","debt_consolidation"
"1",13000,36,0.1065,"B",4,"0",12.98,1,24815,0.61,36,"N","Y",11.1844213979982,0.361111111111111,"N","debt_consolidation"
"1",21000,36,0.1465,"C",6,"0",18.24,1,53836,0.679,24,"Y","Y",11.47210347045,0.416666666666667,"Y","debt_consolidation"
"1",15000,60,0.1269,"B",5,"0",12.5,3,8236,0.291,18,"N","Y",10.1811192891344,0.388888888888889,"Y","debt_consolidation"
"1",15000,36,0.1677,"D",4,"0",12.97,0,19583,0.941,15,"N","N",11.5557112579754,0.8,"Y","debt_consolidation"
"1",5000,36,0.079,"A",2,"0",18.37,1,2677,0.425,6,"N","N",10.1658518170036,0.833333333333333,"N","vacation"
"1",10000,36,0.0751,"A",5,"0",10.11,2,394,0.036,10,"N","N",10.7144177687525,0.6,"Y","other"
"1",30000,36,0.1677,"D",1,"0",13.73,1,11143,0.212,19,"N","Y",11.5327280922664,0.526315789473684,"Y","debt_consolidation"
"1",12000,36,0.1465,"C",7,"0",16.43,3,14532,0.472,39,"N","Y",11.3504065354725,0.512820512820513,"Y","wedding"
"1",7200,36,0.089,"A",9,"0",22.26,0,4784,0.613,11,"N","N",10.5252729866104,0.545454545454545,"N","debt_consolidation"
"1",20000,60,0.2089,"F",10,"1",16.23,0,21008,0.632,13,"Y","Y",11.4075649493124,0.846153846153846,"Y","debt_consolidation"
"1",5500,36,0.0603,"A",9,"0",10.85,0,2297,0.203,15,"N","Y",10.9143609268962,0.666666666666667,"N","car"
"1",17625,36,0.1269,"B",10,"0",18.73,1,11207,0.633,31,"N","N",10.5398950551034,0.387096774193548,"Y","credit_card"
"1",25000,60,0.1991,"E",2,"1",12.08,1,19164,0.72,23,"N","N",10.8189779642395,0.478260869565217,"Y","debt_consolidation"
"1",29100,60,0.1065,"B",6,"0",14,0,6116,0.198,23,"N","Y",11.3325540054999,0.565217391304348,"Y","debt_consolidation"
"1",8325,36,0.0662,"A",1,"0",19.89,1,4603,0.198,30,"N","N",9.85219425814858,0.266666666666667,"Y","debt_consolidation"
"1",7000,36,0.1427,"C",6,"1",24.58,0,11293,0.807,17,"N","N",10.9313196591432,0.588235294117647,"Y","other"
"1",10500,36,0.1427,"C",6,"0",9.06,0,6800,0.958,8,"N","N",10.5966347330961,0.875,"Y","debt_consolidation"
"1",17000,60,0.1864,"E",7,"1",13.17,1,19976,0.579,12,"N","Y",10.4631033404715,0.5,"Y","credit_card"
"1",5000,36,0.1242,"B",5,"0",3.99,1,9217,0.83,18,"N","N",11.289781913656,0.333333333333333,"N","credit_card"
"1",25000,36,0.0751,"A",10,"0",0.82,3,4875,0.212,30,"N","Y",12.0435537160324,0.266666666666667,"Y","moving"
"1",18000,60,0.1864,"E",7,"0",11.76,1,9359,0.65,14,"N","N",11.0020998412042,0.571428571428571,"Y","debt_consolidation"
"1",2000,36,0.1349,"C",4,"0",1.95,2,3171,0.881,6,"N","N",11.0348896640272,0.333333333333333,"N","other"
"1",2500,36,0.1596,"C",10,"0",20.61,3,26122,0.726,36,"Y","Y",11.4976087608583,0.361111111111111,"Y","debt_consolidation"
"1",10000,36,0.1065,"B",8,"0",10.15,1,11069,0.427,6,"N","Y",10.4631033404715,1,"N","debt_consolidation"
"1",15600,60,0.1942,"E",5,"1",22.78,0,10078,0.73,34,"N","Y",10.9150884642146,0.382352941176471,"Y","debt_consolidation"
"1",6000,36,0.079,"A",6,"0",8.03,0,23741,0.784,30,"N","Y",11.4295438560312,0.4,"N","moving"
"1",4500,36,0.1171,"B",5,"0",7.11,1,4578,0.526,9,"N","Y",10.1658518170036,0.555555555555556,"N","car"
"1",21600,36,0.1864,"E",6,"1",17.67,2,12145,0.733,18,"N","N",11.4295547255373,0.611111111111111,"Y","debt_consolidation"
"1",5500,36,0.1171,"B",1,"0",11.56,0,2913,0.56,8,"N","N",10.9150884642146,0.75,"N","credit_card"
"1",4850,36,0.1427,"C",10,"0",18.63,1,6559,0.811,13,"N","N",10.0432494949113,0.692307692307692,"N","credit_card"
"1",10000,36,0.0751,"A",5,"1",17.07,1,8269,0.667,17,"N","Y",10.4631033404715,0.352941176470588,"N","debt_consolidation"
"1",15000,60,0.1527,"C",8,"1",18.98,1,15634,0.683,25,"N","N",10.5453414387085,0.36,"N","debt_consolidation"
"1",7000,36,0.0662,"A",10,"0",26.32,0,5753,0.198,21,"N","N",10.7579028806922,0.571428571428571,"N","debt_consolidation"
"1",25000,36,0.0662,"A",6,"0",5.04,0,12877,0.205,21,"N","N",11.289781913656,0.476190476190476,"Y","debt_consolidation"
"1",10000,36,0.1171,"B",0,"0",26.13,2,16794,0.908,10,"N","N",10.7144177687525,0.8,"N","debt_consolidation"
"1",25000,36,0.1349,"C",9,"0",8.85,1,11472,0.466,21,"N","N",11.6082356447746,0.523809523809524,"Y","credit_card"
"1",9425,36,0.1349,"C",8,"0",15.71,0,15116,0.813,31,"N","N",10.7144177687525,0.387096774193548,"N","credit_card"
"1",5500,36,0.1269,"B",1,"0",21.24,1,5056,0.843,10,"N","N",9.90348755253613,0.7,"Y","debt_consolidation"
"1",6400,36,0.1727,"D",2,"1",6.93,2,6393,0.474,10,"N","N",10.9187182322652,0.7,"Y","debt_consolidation"
"1",13500,60,0.1903,"E",5,"0",12.11,1,17850,0.477,42,"N","N",10.6735957742322,0.452380952380952,"Y","debt_consolidation"
"1",10000,36,0.0662,"A",3,"0",4.96,0,5100,0.537,26,"N","N",11.2898319124061,0.5,"Y","major_purchase"
"1",30000,60,0.1596,"C",10,"0",16.64,1,3532,0.142,23,"N","Y",10.9168512731898,0.304347826086957,"Y","home_improvement"
"1",18000,36,0.079,"A",10,"1",15,0,16149,0.745,15,"N","Y",11.289781913656,0.533333333333333,"Y","credit_card"
"1",8575,36,0.1065,"B",6,"0",18.82,0,7808,0.64,13,"N","Y",10.4631033404715,0.923076923076923,"Y","debt_consolidation"
"1",18000,36,0.1465,"C",6,"0",19.63,1,12362,0.909,17,"N","N",10.6454248972655,0.411764705882353,"Y","debt_consolidation"
"1",18000,60,0.1942,"E",3,"0",3.27,0,5976,0.31,5,"Y","N",10.4912742174382,0.8,"Y","other"
"1",25000,60,0.1677,"D",10,"1",20.79,1,14933,0.568,30,"N","Y",10.9150884642146,0.466666666666667,"Y","debt_consolidation"
"1",15000,60,0.1596,"C",10,"0",23.75,1,13481,0.618,20,"N","N",10.9681982895286,0.55,"Y","credit_card"
"1",3000,36,0.1242,"B",7,"0",6.4,0,659,0.824,4,"N","N",10.3089526606443,0.5,"Y","other"
"1",30000,60,0.1349,"C",10,"0",7.48,3,23810,0.428,49,"N","Y",12.1547582982894,0.306122448979592,"Y","debt_consolidation"
"1",3600,36,0.1527,"C",9,"0",11.83,2,2321,0.205,18,"N","N",10.8197782844103,0.333333333333333,"Y","vacation"
"1",9600,60,0.1269,"B",8,"0",8.84,1,100,0.036,7,"N","Y",10.6533930669147,0.857142857142857,"Y","home_improvement"
"1",4500,36,0.1242,"B",10,"0",24.1,0,9230,0.879,15,"N","N",10.0858091093301,0.333333333333333,"N","credit_card"
"1",5000,36,0.1065,"B",10,"0",7.6,1,21472,0.713,43,"Y","Y",11.7752897294377,0.186046511627907,"Y","vacation"
"1",35000,36,0.079,"A",10,"0",12.76,0,11266,0.233,15,"N","Y",11.47210347045,0.466666666666667,"Y","home_improvement"
"1",19500,60,0.1242,"B",10,"0",12.7,1,3271,0.031,44,"N","N",11.2450460198146,0.477272727272727,"Y","home_improvement"
"1",4200,36,0.089,"A",3,"0",4.54,0,3174,0.504,13,"N","Y",10.4222813459513,0.461538461538462,"N","other"
"1",10000,36,0.0991,"B",0,"0",23.81,0,10170,0.323,29,"N","Y",10.5240640402612,0.413793103448276,"Y","major_purchase"
"1",5250,36,0.1527,"C",8,"0",24.77,2,18889,0.859,18,"N","N",10.77895628989,0.388888888888889,"Y","debt_consolidation"
"1",3000,36,0.1065,"B",0,"0",13.39,2,10980,0.646,14,"N","N",10.0287095172895,0.357142857142857,"Y","major_purchase"
"1",11000,36,0.0991,"B",10,"0",20.16,0,29902,0.777,31,"N","Y",11.0821425488778,0.354838709677419,"Y","credit_card"
"1",24000,60,0.1065,"B",7,"0",4.13,0,11945,0.187,27,"N","Y",12.2060726455302,0.407407407407407,"Y","other"
"1",2000,36,0.1629,"D",1,"1",15.61,2,2925,0.886,5,"N","N",10.3408388495066,0.8,"N","other"
"1",35000,36,0.1065,"B",3,"0",14.35,1,38121,0.596,35,"N","Y",11.6333716180461,0.485714285714286,"Y","debt_consolidation"
"1",12700,36,0.1171,"B",5,"1",6.04,0,7169,0.598,11,"N","N",11.0020998412042,0.545454545454545,"Y","debt_consolidation"
"1",20000,36,0.1527,"C",10,"0",17.68,2,18693,0.757,20,"N","N",11.3504065354725,0.5,"Y","debt_consolidation"
