"creditpolicy","loanamnt","term","intrate","installment","grade","emplength","targetloanstatus","dti","inqlast6mths","openacc","revolutil","totalacc","emp10years","delin2years","homeowner","annualinc_bin","revolbal_bin","verified","purpose_mod"
"1",5900,36,0.0788,184.56,"A",5,"No Default",22.99,0,5,0.083,11,"N","Y","N","Gp1","Gp1","Y","car"
"1",20000,36,0.0849,631.26,"A",5,"No Default",14.78,2,16,0.585,30,"N","N","Y","Gp2","Gp5","Y","debt_consolidation"
"1",15000,36,0.0894,476.58,"A",2,"No Default",13.82,3,7,0.057,23,"N","N","Y","Gp4","Gp1","N","home_improvement"
"1",3800,36,0.0599,115.59,"A",2,"No Default",12.5,1,9,0.031,23,"N","N","Y","Gp1","Gp1","N","debt_consolidation"
"1",20000,60,0.1689,495.87,"D",2,"No Default",18.04,3,11,0.73,27,"N","N","N","Gp3","Gp4","Y","debt_consolidation"
"1",15000,36,0.1111,491.87,"B",0,"No Default",8.64,0,5,0.145,13,"N","N","N","Gp3","Gp2","Y","other"
"1",10000,36,0.164,353.55,"E",2,"No Default",8.96,3,9,0.764,15,"N","N","N","Gp5","Gp4","Y","debt_consolidation"
"1",12000,36,0.1036,389.24,"B",3,"No Default",13.2,0,9,0.833,14,"N","N","N","Gp1","Gp3","Y","debt_consolidation"
"1",12000,60,0.1149,177.55,"B",2,"No Default",4.05,1,7,0.176,21,"N","N","N","Gp2","Gp1","Y","educational"
"1",14000,60,0.1306,318.98,"C",1,"No Default",16.54,0,15,0.415,33,"N","Y","N","Gp3","Gp4","N","other"
"1",1000,36,0.1036,32.44,"B",0,"No Default",3.71,0,6,0.088,18,"N","Y","N","Gp5","Gp1","Y","debt_consolidation"
"1",16000,60,0.1714,398.85,"E",10,"No Default",20.82,0,8,0.769,33,"Y","N","N","Gp2","Gp5","N","debt_consolidation"
"1",8000,36,0.1099,261.88,"B",5,"No Default",9.21,0,2,0,10,"N","N","Y","Gp1","Gp1","Y","car"
"1",10500,60,0.1111,228.88,"B",5,"No Default",17.95,1,8,0.275,31,"N","N","Y","Gp1","Gp3","N","debt_consolidation"
"1",35000,60,0.1942,639.26,"E",0,"No Default",15.71,1,12,0.893,31,"N","N","Y","Gp5","Gp5","Y","debt_consolidation"
"1",13000,36,0.0859,410.94,"A",4,"No Default",2.87,0,6,0.191,20,"N","N","Y","Gp2","Gp2","N","debt_consolidation"
"1",12000,36,0.0999,387.15,"B",1,"No Default",1.43,0,2,0.416,16,"N","N","N","Gp5","Gp2","N","car"
"1",19000,60,0.1645,466.6,"E",10,"No Default",22.14,0,8,0.669,24,"Y","N","N","Gp2","Gp4","Y","debt_consolidation"
"1",6000,36,0.0751,186.67,"A",4,"No Default",7.4,3,4,0.145,20,"N","N","Y","Gp5","Gp5","N","major_purchase"
"1",20000,36,0.1438,687.25,"E",2,"No Default",15.7,0,5,0.963,22,"N","N","N","Gp2","Gp3","N","debt_consolidation"
"1",15000,36,0.1158,495.21,"B",3,"No Default",20.26,1,18,0.299,32,"N","N","Y","Gp5","Gp5","Y","small_business"
"1",7500,36,0.1222,249.9,"C",10,"No Default",24.63,1,9,0.563,24,"Y","N","Y","Gp2","Gp2","N","debt_consolidation"
"1",12000,36,0.089,381.04,"A",9,"No Default",15.56,0,14,0.765,38,"N","N","Y","Gp5","Gp5","Y","other"
"0",5275,36,0.1122,173.25,"C",1,"No Default",25.78,0,17,0.311,29,"N","N","Y","Gp4","Gp4","N","other"
"1",15000,36,0.1099,491.03,"B",7,"No Default",20.82,0,11,0.808,26,"N","N","N","Gp3","Gp5","Y","other"
"1",12000,36,0.1062,390.72,"B",5,"No Default",10.88,1,11,0.662,24,"N","N","N","Gp4","Gp3","Y","debt_consolidation"
"1",8125,36,0.079,254.24,"A",0,"No Default",24.34,1,13,0.636,21,"N","N","N","Gp1","Gp4","N","debt_consolidation"
"1",7500,36,0.1062,244.2,"B",8,"No Default",10,2,8,0.529,20,"N","Y","Y","Gp2","Gp2","N","car"
"1",15000,36,0.0599,456.27,"A",2,"No Default",8.47,0,12,0.288,24,"N","N","Y","Gp5","Gp4","Y","credit_card"
"1",5325,36,0.1459,183.53,"D",5,"No Default",12.73,3,11,0.731,23,"N","N","Y","Gp2","Gp3","N","moving"
"1",5000,36,0.1036,162.19,"B",5,"No Default",22.45,2,9,0.558,13,"N","N","N","Gp2","Gp2","Y","other"
"1",10000,36,0.1385,341.04,"C",5,"No Default",7.89,0,5,0,19,"N","N","Y","Gp4","Gp1","N","home_improvement"
"1",4000,36,0.1427,137.24,"C",9,"No Default",5.41,0,5,0.659,5,"N","N","N","Gp1","Gp1","Y","debt_consolidation"
"1",1200,36,0.1189,39.8,"B",1,"No Default",24.09,0,6,0.257,7,"N","N","N","Gp1","Gp1","N","educational"
"1",8725,60,0.1199,194.04,"B",5,"No Default",25.03,1,16,0.317,31,"N","N","Y","Gp4","Gp5","Y","debt_consolidation"
"1",7500,36,0.1324,253.58,"D",3,"No Default",9.16,2,11,0.182,37,"N","Y","Y","Gp5","Gp2","N","debt_consolidation"
"0",10475,36,0.1533,364.82,"F",3,"No Default",11.76,2,8,0.663,13,"N","N","N","Gp2","Gp4","N","debt_consolidation"
"1",25000,36,0.183,907.6,"F",10,"No Default",15.2,2,17,0.87,30,"Y","Y","Y","Gp5","Gp4","N","debt_consolidation"
"1",6250,36,0.1149,206.08,"B",3,"No Default",7.35,0,9,0.249,44,"N","N","Y","Gp1","Gp2","N","debt_consolidation"
"1",10000,36,0.0749,311.02,"A",2,"No Default",10.42,0,9,0.068,26,"N","N","Y","Gp1","Gp1","Y","other"
"1",9600,36,0.0999,309.72,"B",4,"No Default",17.11,1,16,0.81,42,"N","N","N","Gp3","Gp3","Y","debt_consolidation"
"1",13500,60,0.1903,350.43,"E",5,"No Default",12.11,1,19,0.477,42,"N","N","N","Gp2","Gp4","Y","debt_consolidation"
"1",2600,36,0.0692,80.19,"A",1,"No Default",14.52,1,6,0.355,8,"N","N","N","Gp1","Gp2","Y","debt_consolidation"
"1",5200,36,0.1025,168.41,"B",2,"No Default",21.63,2,6,0.662,16,"N","N","Y","Gp2","Gp4","N","debt_consolidation"
"1",15000,60,0.0888,274.28,"B",10,"No Default",8.17,1,9,0.602,24,"Y","N","Y","Gp5","Gp4","Y","home_improvement"
"1",6000,36,0.1361,203.94,"C",6,"No Default",24.55,0,10,0.943,23,"N","N","Y","Gp5","Gp5","N","major_purchase"
"1",7200,60,0.138,166.79,"C",1,"No Default",16.62,2,6,0.421,6,"N","N","N","Gp1","Gp1","N","major_purchase"
"1",16800,36,0.0542,506.69,"A",1,"No Default",4.98,1,17,0.344,33,"N","N","Y","Gp5","Gp5","Y","major_purchase"
"1",10700,36,0.0963,343.41,"A",2,"No Default",10.86,2,9,0.074,24,"N","Y","N","Gp2","Gp1","N","educational"
"1",24000,36,0.1062,781.42,"B",10,"No Default",6.9,2,22,0.021,42,"Y","N","Y","Gp5","Gp5","Y","debt_consolidation"
"1",13075,60,0.2211,361.94,"G",0,"No Default",6.22,2,10,0.962,17,"N","N","N","Gp5","Gp5","Y","debt_consolidation"
"1",16000,36,0.1062,520.96,"B",10,"No Default",7.15,5,6,0.023,11,"Y","N","N","Gp2","Gp1","Y","credit_card"
"1",12000,60,0.1479,284.16,"C",2,"No Default",18.08,3,11,0.405,22,"N","N","Y","Gp3","Gp3","Y","wedding"
"1",12000,36,0.1074,391.39,"B",3,"No Default",3.99,3,10,0.539,18,"N","Y","Y","Gp4","Gp3","Y","debt_consolidation"
"1",15000,36,0.1435,515.22,"C",4,"No Default",22.84,2,12,0.835,23,"N","N","Y","Gp3","Gp5","Y","debt_consolidation"
"1",2000,36,0.0542,60.32,"A",10,"No Default",12.37,1,8,0.159,21,"Y","N","Y","Gp2","Gp2","N","other"
"1",3200,36,0.0999,103.24,"B",0,"No Default",1.53,0,3,0.555,5,"N","N","N","Gp3","Gp1","Y","debt_consolidation"
"1",13700,60,0.1099,297.81,"B",7,"No Default",29.65,0,18,0.647,45,"N","N","Y","Gp4","Gp5","Y","debt_consolidation"
"1",6000,36,0.1484,207.53,"D",10,"No Default",13.4,0,8,0.776,17,"Y","N","N","Gp4","Gp4","N","debt_consolidation"
"1",3000,36,0.1037,97.33,"B",3,"No Default",6.25,0,3,0.787,9,"N","N","N","Gp1","Gp1","Y","debt_consolidation"
"1",8450,36,0.0859,267.11,"A",0,"No Default",17.37,1,11,0.587,25,"N","N","N","Gp2","Gp3","Y","debt_consolidation"
"1",3000,60,0.1491,71.23,"D",4,"No Default",16.13,0,4,0.359,5,"N","N","N","Gp1","Gp1","Y","wedding"
"1",12700,60,0.079,256.91,"A",10,"No Default",19.47,0,12,0.343,40,"Y","N","Y","Gp4","Gp4","N","home_improvement"
"1",3000,60,0.1299,68.25,"C",0,"No Default",15.09,1,6,0.784,13,"N","N","N","Gp1","Gp3","Y","debt_consolidation"
"1",7000,36,0.0714,216.59,"A",6,"No Default",4.87,3,13,0.128,15,"N","N","N","Gp1","Gp3","N","debt_consolidation"
"1",2000,36,0.1099,65.47,"B",5,"No Default",12.87,0,10,0.412,25,"N","Y","N","Gp2","Gp2","N","major_purchase"
"1",30000,60,0.164,512.09,"E",10,"No Default",18.05,1,12,0.83,36,"Y","N","N","Gp5","Gp5","Y","debt_consolidation"
"1",9250,60,0.1719,230.84,"E",2,"No Default",18.84,0,3,0.917,5,"N","N","N","Gp1","Gp4","N","credit_card"
"1",9000,36,0.1677,319.85,"D",4,"No Default",12.59,0,20,0.395,38,"N","N","Y","Gp3","Gp3","Y","debt_consolidation"
"1",12000,36,0.1269,402.54,"B",4,"No Default",22.2,1,9,0.555,23,"N","N","N","Gp2","Gp4","N","debt_consolidation"
"1",10000,36,0.0859,316.11,"A",10,"No Default",3.47,0,6,0.222,12,"Y","N","N","Gp1","Gp3","N","debt_consolidation"
"1",15000,36,0.1014,485,"B",8,"No Default",13.73,0,14,0.353,48,"N","N","Y","Gp4","Gp4","N","debt_consolidation"
"1",12000,60,0.0999,254.91,"B",10,"No Default",23.78,1,17,0.194,31,"Y","N","Y","Gp4","Gp4","Y","home_improvement"
"1",6000,36,0.1183,198.81,"B",4,"No Default",3.44,0,13,0.387,19,"N","N","N","Gp4","Gp3","N","debt_consolidation"
"1",5000,36,0.1114,164.02,"B",5,"No Default",13.51,1,4,0.769,15,"N","Y","N","Gp2","Gp4","N","debt_consolidation"
"1",9000,36,0.0749,279.92,"A",3,"No Default",14,0,9,0.454,24,"N","Y","Y","Gp5","Gp4","N","home_improvement"
"1",15000,36,0.1316,506.56,"C",1,"No Default",15.36,0,9,0.506,23,"N","N","N","Gp2","Gp3","Y","small_business"
"1",13000,60,0.1037,278.59,"B",10,"No Default",11.74,0,4,0.124,24,"Y","N","N","Gp2","Gp2","Y","vacation"
"1",30000,60,0.1788,759.85,"E",1,"No Default",6.78,2,12,0.488,16,"N","Y","Y","Gp5","Gp3","Y","major_purchase"
"1",7000,36,0.1596,245.97,"C",7,"No Default",6.35,1,6,0.605,6,"N","N","N","Gp1","Gp2","Y","credit_card"
"1",7000,36,0.1409,239.55,"D",4,"No Default",24.55,2,7,0.522,42,"N","N","Y","Gp3","Gp2","Y","credit_card"
"1",35000,60,0.1991,925.54,"E",0,"No Default",16.07,1,15,0.679,22,"N","N","Y","Gp5","Gp5","Y","debt_consolidation"
"1",12000,60,0.1268,271.08,"C",2,"No Default",22.24,0,18,0.656,37,"N","N","N","Gp3","Gp3","Y","debt_consolidation"
"1",2200,36,0.1199,73.07,"B",1,"No Default",11.43,3,14,0.132,31,"N","N","N","Gp2","Gp1","Y","other"
"1",15000,36,0.0599,456.27,"A",1,"No Default",6.16,0,9,0.21,25,"N","N","Y","Gp3","Gp4","N","debt_consolidation"
"0",25000,60,0.1521,597.51,"D",10,"No Default",19.99,4,10,0.647,51,"Y","N","Y","Gp5","Gp4","Y","home_improvement"
"1",2700,36,0.0991,87.01,"B",2,"No Default",10.16,2,11,0.616,12,"N","N","N","Gp2","Gp2","N","credit_card"
"1",15000,60,0.1527,358.98,"C",9,"No Default",15.2,1,19,0.592,50,"N","N","N","Gp4","Gp4","Y","debt_consolidation"
"1",13200,36,0.0617,402.59,"A",3,"No Default",2.94,0,8,0.22,14,"N","N","N","Gp4","Gp3","Y","debt_consolidation"
"1",2100,36,0.1186,69.61,"B",10,"No Default",22.39,3,6,0.283,9,"Y","N","Y","Gp3","Gp1","N","debt_consolidation"
"1",10000,36,0.1038,324.46,"B",5,"No Default",21.9,0,4,0.191,11,"N","N","Y","Gp1","Gp1","Y","home_improvement"
"1",15000,36,0.1111,491.87,"B",0,"No Default",3.28,1,6,0.826,16,"N","N","N","Gp5","Gp4","N","debt_consolidation"
"1",4000,36,0.0692,123.37,"A",0,"No Default",0.6,3,6,0.143,6,"N","N","N","Gp2","Gp1","Y","car"
"1",3000,36,0.1038,97.34,"B",2,"No Default",15.21,0,11,0.659,21,"N","N","N","Gp1","Gp2","Y","debt_consolidation"
"1",20400,60,0.1399,474.57,"C",5,"No Default",20.72,1,20,0.145,28,"N","N","Y","Gp4","Gp2","Y","debt_consolidation"
"1",1925,36,0.0617,58.72,"A",4,"No Default",9.17,0,4,0.267,20,"N","N","N","Gp2","Gp4","N","credit_card"
"1",15000,36,0.0699,463.09,"A",10,"No Default",5.5,0,5,0.164,8,"Y","N","N","Gp5","Gp3","N","debt_consolidation"
"1",8100,36,0.0751,252,"A",6,"No Default",16.4,0,8,0.27,13,"N","N","N","Gp4","Gp3","Y","small_business"
"0",25000,60,0.1756,395.56,"E",8,"No Default",15.24,4,6,0.829,12,"N","N","Y","Gp3","Gp5","Y","debt_consolidation"
"1",15000,60,0.1793,380.34,"E",7,"No Default",8.06,0,14,0.711,18,"N","N","N","Gp5","Gp3","Y","debt_consolidation"
"1",18400,36,0.1316,621.37,"C",1,"No Default",14.24,0,4,0.701,12,"N","N","N","Gp2","Gp5","Y","debt_consolidation"
"1",7200,36,0.1059,234.33,"B",7,"No Default",21.87,0,6,0.604,11,"N","N","N","Gp1","Gp2","Y","small_business"
"1",18000,36,0.0991,580.05,"B",5,"No Default",10,1,8,0.625,22,"N","N","N","Gp5","Gp4","Y","debt_consolidation"
"1",8000,60,0.1599,194.51,"D",10,"No Default",10.69,1,5,0.649,13,"Y","Y","Y","Gp4","Gp4","N","car"
"0",9600,36,0.1482,331.95,"E",1,"No Default",15.73,12,15,0.739,25,"N","N","Y","Gp3","Gp5","N","credit_card"
"1",10000,36,0.0774,312.19,"A",10,"No Default",12.6,2,8,0.19,22,"Y","N","Y","Gp4","Gp4","N","home_improvement"
"1",28000,60,0.1149,615.66,"B",10,"No Default",0.27,1,10,0.032,37,"Y","N","Y","Gp5","Gp1","Y","home_improvement"
"1",4000,36,0.1074,130.47,"B",5,"No Default",0.91,0,4,0.013,6,"N","Y","Y","Gp2","Gp1","Y","major_purchase"
"1",4650,36,0.0788,145.46,"A",3,"No Default",15.93,2,6,0.339,10,"N","N","Y","Gp1","Gp3","N","car"
"1",4000,36,0.1461,137.91,"D",3,"No Default",10.68,0,3,0.485,5,"N","N","N","Gp2","Gp1","N","wedding"
"1",14000,36,0.1316,472.79,"C",0,"No Default",7.13,2,11,0.462,16,"N","N","N","Gp3","Gp3","Y","other"
"1",7000,36,0.0749,217.72,"A",3,"No Default",23.36,0,18,0.401,38,"N","N","Y","Gp3","Gp2","Y","debt_consolidation"
"1",12600,60,0.1864,324.37,"E",0,"No Default",9.29,0,2,0.041,17,"N","Y","N","Gp2","Gp1","Y","debt_consolidation"
"1",1000,36,0.1398,34.17,"C",0,"No Default",18.31,0,3,0.466,9,"N","N","N","Gp1","Gp1","Y","debt_consolidation"
"1",3000,36,0.1398,102.51,"C",0,"No Default",14.29,1,2,0.938,14,"N","N","N","Gp1","Gp1","Y","medical"
"1",4000,60,0.1483,94.81,"D",3,"No Default",23.34,0,3,0.826,9,"N","N","N","Gp1","Gp4","Y","debt_consolidation"
"1",35000,60,0.1714,872.48,"E",3,"No Default",21.78,0,9,0.484,32,"N","N","Y","Gp4","Gp5","Y","debt_consolidation"
"1",13750,60,0.1186,304.89,"B",10,"No Default",19.11,0,10,0.679,40,"Y","N","Y","Gp3","Gp5","Y","debt_consolidation"
"1",2500,36,0.1435,85.87,"C",5,"No Default",22.64,0,9,0.725,26,"N","N","N","Gp2","Gp4","Y","moving"
"1",14000,36,0.1323,473.27,"C",4,"No Default",16.84,1,6,0.819,22,"N","N","Y","Gp3","Gp4","N","debt_consolidation"
"1",30000,60,0.1903,778.72,"E",10,"No Default",15.18,0,18,0.568,45,"Y","N","Y","Gp5","Gp5","Y","debt_consolidation"
"1",31500,60,0.1596,765.35,"C",10,"No Default",6.01,6,7,0.417,31,"Y","N","Y","Gp5","Gp5","Y","other"
"1",15500,60,0.1599,376.85,"D",7,"No Default",19.69,0,8,0.705,27,"N","N","Y","Gp2","Gp5","Y","debt_consolidation"
"1",15000,36,0.0999,483.94,"B",10,"No Default",21.64,2,11,0.53,43,"Y","N","Y","Gp3","Gp4","Y","debt_consolidation"
"1",12000,36,0.1037,389.3,"B",5,"No Default",4.65,2,8,0.509,16,"N","N","Y","Gp5","Gp5","N","car"
"1",2000,36,0.1099,65.47,"B",2,"No Default",13.05,2,24,0.09,52,"N","N","Y","Gp2","Gp1","Y","vacation"
"1",10000,36,0.1306,337.23,"C",6,"No Default",19.28,0,17,0.678,26,"N","N","Y","Gp5","Gp5","Y","home_improvement"
"1",20000,36,0.1398,683.36,"C",1,"No Default",19.59,1,11,0.797,18,"N","N","N","Gp4","Gp4","Y","debt_consolidation"
"1",11200,60,0.1261,252.61,"C",2,"No Default",21.31,0,7,0.766,9,"N","N","N","Gp2","Gp2","N","debt_consolidation"
"1",4000,36,0.0729,124.04,"A",4,"No Default",9.75,0,10,0.361,15,"N","N","N","Gp2","Gp1","Y","other"
"1",24000,36,0.0999,774.3,"B",6,"No Default",4.23,1,6,0.556,37,"N","N","Y","Gp5","Gp2","Y","debt_consolidation"
"1",20000,36,0.0654,391.01,"A",0,"No Default",15.64,1,7,0.49,44,"N","N","N","Gp2","Gp5","Y","credit_card"
"1",5875,36,0.1269,197.08,"B",4,"No Default",23.94,0,9,0.989,32,"N","N","N","Gp2","Gp5","N","debt_consolidation"
"1",20000,60,0.1171,441.97,"B",0,"No Default",13.52,1,7,0.148,61,"N","N","N","Gp4","Gp2","Y","major_purchase"
"1",1000,36,0.0945,32.01,"B",0,"No Default",9.45,0,5,0.972,9,"N","N","N","Gp3","Gp3","N","other"
"1",9600,36,0.0751,298.67,"A",4,"No Default",6.63,0,6,0.181,11,"N","N","N","Gp4","Gp2","Y","other"
"1",13000,36,0.1099,425.55,"B",10,"No Default",20.05,0,16,0.503,34,"Y","N","N","Gp3","Gp4","N","debt_consolidation"
"1",4000,36,0.0988,128.85,"B",4,"No Default",17.54,3,5,0.684,9,"N","N","N","Gp1","Gp2","N","major_purchase"
"1",28000,60,0.1199,449.8,"B",1,"No Default",16.04,0,12,0.561,37,"N","Y","Y","Gp5","Gp5","Y","credit_card"
"1",17500,60,0.1349,402.59,"C",5,"No Default",17.42,0,3,0.578,8,"N","N","N","Gp1","Gp1","Y","debt_consolidation"
"1",6000,36,0.1411,205.38,"D",2,"No Default",7.98,1,8,0.589,22,"N","Y","Y","Gp1","Gp1","Y","other"
"1",4800,36,0.1599,168.74,"D",1,"No Default",7.29,0,4,0.849,8,"N","N","Y","Gp1","Gp2","N","debt_consolidation"
"1",6000,36,0.089,190.52,"A",3,"No Default",14.53,0,11,0.466,22,"N","N","N","Gp2","Gp2","Y","credit_card"
"1",12000,36,0.1269,402.54,"B",5,"No Default",18.34,0,13,0.711,21,"N","N","N","Gp4","Gp4","N","debt_consolidation"
"1",10000,36,0.08,313.37,"A",0,"No Default",7.26,1,19,0.152,35,"N","N","Y","Gp5","Gp5","Y","medical"
"1",5175,60,0.1199,115.09,"B",8,"No Default",4.93,0,4,0.423,8,"N","N","N","Gp2","Gp2","N","debt_consolidation"
"1",7500,36,0.0749,233.27,"A",5,"No Default",11.9,1,4,0.217,15,"N","N","N","Gp4","Gp2","N","other"
"1",23450,36,0.1136,771.77,"B",1,"No Default",17.76,1,17,0.508,52,"N","N","Y","Gp5","Gp5","N","credit_card"
"1",20000,60,0.1199,444.79,"B",10,"No Default",20.24,0,15,0.332,28,"Y","N","Y","Gp3","Gp5","Y","debt_consolidation"
"1",7700,60,0.1099,167.38,"B",6,"No Default",15.49,0,5,0.43,9,"N","N","N","Gp1","Gp2","Y","other"
"1",29000,60,0.1065,625.49,"B",10,"No Default",3.9,0,12,0.685,21,"Y","N","Y","Gp5","Gp5","Y","debt_consolidation"
"1",4800,36,0.1422,164.57,"C",10,"No Default",14.47,0,16,0.515,31,"Y","N","N","Gp5","Gp4","Y","car"
"1",20000,36,0.0617,369.04,"A",1,"No Default",0.41,1,10,0.052,23,"N","N","Y","Gp5","Gp1","Y","major_purchase"
"1",9500,36,0.1299,320.05,"C",3,"No Default",20.32,1,7,0.648,22,"N","N","Y","Gp1","Gp3","Y","debt_consolidation"
"1",15000,36,0.1172,496.22,"C",10,"No Default",2.42,1,3,0,12,"Y","N","Y","Gp3","Gp1","N","debt_consolidation"
"1",17500,36,0.0654,338.88,"A",3,"No Default",22.72,1,10,0.4,38,"N","N","N","Gp3","Gp4","Y","debt_consolidation"
"1",16000,60,0.1599,389.01,"D",10,"No Default",9.63,0,4,0.802,6,"Y","N","Y","Gp1","Gp4","N","debt_consolidation"
"1",10500,36,0.1074,342.47,"B",6,"No Default",6.7,0,6,0.698,11,"N","N","N","Gp1","Gp2","Y","debt_consolidation"
"1",5000,36,0.1387,170.58,"D",6,"No Default",29.15,1,3,0.442,9,"N","N","Y","Gp2","Gp2","N","debt_consolidation"
"1",8500,36,0.0749,264.37,"A",10,"No Default",10.91,1,4,0.319,7,"Y","N","N","Gp3","Gp2","Y","debt_consolidation"
"1",6000,60,0.0749,120.2,"A",10,"No Default",15.62,0,10,0.104,34,"Y","N","Y","Gp4","Gp2","Y","other"
"1",12000,36,0.1323,405.66,"C",6,"No Default",17.12,0,6,0.825,10,"N","N","N","Gp3","Gp3","Y","credit_card"
"1",8500,36,0.0654,260.68,"A",3,"No Default",21.83,0,6,0.447,7,"N","N","Y","Gp1","Gp3","Y","debt_consolidation"
"1",7000,36,0.0729,217.07,"A",3,"No Default",5.02,0,3,0.282,3,"N","N","N","Gp3","Gp2","N","credit_card"
"1",6000,36,0.0963,192.57,"A",3,"No Default",5.74,0,10,0.142,32,"N","N","Y","Gp5","Gp5","N","credit_card"
"1",15825,36,0.1562,553.4,"D",8,"No Default",15.36,0,22,0.514,47,"N","N","Y","Gp5","Gp5","Y","debt_consolidation"
"1",3000,36,0.0729,93.03,"A",6,"No Default",3.22,0,7,0.2,9,"N","N","N","Gp2","Gp2","Y","major_purchase"
"1",13000,60,0.1038,278.65,"B",10,"No Default",15.13,2,7,0.172,24,"Y","N","N","Gp2","Gp2","Y","debt_consolidation"
"1",2550,60,0.1361,58.82,"C",0,"No Default",20.94,1,10,0.732,29,"N","N","Y","Gp5","Gp2","Y","car"
"1",10000,36,0.1036,324.37,"B",1,"No Default",11.55,3,14,0.342,32,"N","Y","Y","Gp4","Gp3","Y","credit_card"
"1",13000,36,0.1361,441.86,"C",0,"No Default",20.47,0,5,0.577,16,"N","N","N","Gp1","Gp3","N","debt_consolidation"
"1",25000,36,0.1136,822.78,"B",4,"No Default",17.5,0,7,0.783,12,"N","N","N","Gp3","Gp4","N","wedding"
"1",20000,60,0.1465,472.14,"C",5,"No Default",12.65,1,10,0.508,21,"N","N","N","Gp2","Gp5","Y","debt_consolidation"
"1",15000,36,0.1126,492.95,"B",4,"No Default",12.06,1,12,0.424,48,"N","N","Y","Gp2","Gp5","Y","debt_consolidation"
"1",18000,60,0.164,441.56,"E",10,"No Default",13.09,0,9,0.234,29,"Y","N","N","Gp5","Gp2","Y","debt_consolidation"
"1",20000,60,0.0788,266.39,"A",4,"No Default",12.51,0,9,0.127,36,"N","N","Y","Gp5","Gp2","Y","car"
"1",10000,36,0.0662,307.04,"A",5,"No Default",26.85,0,15,0.704,40,"N","N","N","Gp2","Gp3","N","credit_card"
"1",7200,60,0.1343,165.42,"C",10,"No Default",8.59,1,9,0.279,34,"Y","Y","Y","Gp5","Gp2","Y","vacation"
"1",11000,36,0.1677,390.93,"D",3,"No Default",14.86,0,11,0.516,19,"N","Y","Y","Gp3","Gp1","Y","home_improvement"
"1",12000,60,0.1065,258.82,"B",10,"No Default",3.09,2,5,0.268,11,"Y","N","Y","Gp3","Gp3","N","home_improvement"
"1",4000,36,0.0788,125.13,"A",5,"No Default",1.46,0,5,0.1,14,"N","N","Y","Gp5","Gp1","N","vacation"
"1",15000,36,0.1218,499.5,"B",4,"No Default",10.19,2,6,0.721,24,"N","N","Y","Gp5","Gp4","N","home_improvement"
"1",32000,36,0.1099,1047.49,"B",10,"No Default",19.94,2,7,0.595,27,"Y","Y","N","Gp4","Gp4","Y","other"
"1",5950,36,0.0766,185.52,"A",3,"No Default",19.69,0,4,0.261,9,"N","N","N","Gp1","Gp1","Y","debt_consolidation"
"1",12000,36,0.1316,405.25,"C",7,"No Default",9.4,0,8,0.456,12,"N","N","N","Gp4","Gp4","N","debt_consolidation"
"1",4200,36,0.1306,141.64,"C",10,"No Default",13.82,1,14,0.852,28,"Y","Y","Y","Gp4","Gp5","N","major_purchase"
"1",7000,36,0.0699,216.11,"A",1,"No Default",17.59,1,15,0.331,35,"N","N","N","Gp5","Gp4","Y","debt_consolidation"
"1",6500,36,0.0938,207.85,"A",8,"No Default",14.34,2,7,0.005,12,"N","N","N","Gp2","Gp1","Y","small_business"
"1",25000,36,0.1438,194.15,"E",2,"No Default",2.4,3,9,0.604,18,"N","Y","Y","Gp5","Gp5","N","small_business"
"0",1800,36,0.1324,60.86,"D",3,"No Default",10.85,1,2,0.54,3,"N","N","N","Gp1","Gp1","N","other"
"1",1000,36,0.1037,32.45,"B",10,"No Default",8.09,0,5,0.849,8,"Y","N","N","Gp3","Gp3","Y","other"
"1",1000,36,0.074,31.06,"A",2,"No Default",3.84,1,14,0.069,29,"N","N","Y","Gp2","Gp1","N","other"
"1",9600,36,0.1197,318.72,"C",3,"No Default",13,0,11,0.886,12,"N","N","N","Gp4","Gp5","N","car"
"1",3975,36,0.1387,135.61,"D",2,"No Default",21.9,1,3,0.823,4,"N","N","Y","Gp1","Gp3","N","credit_card"
"1",10000,60,0.2085,269.7,"G",2,"No Default",15.17,1,12,0.709,22,"N","N","N","Gp5","Gp3","Y","wedding"
"1",14000,60,0.0991,296.84,"B",7,"No Default",8.84,2,7,0.357,20,"N","N","Y","Gp4","Gp2","N","debt_consolidation"
"1",25000,60,0.1788,633.21,"E",6,"No Default",18.06,0,21,0.795,51,"N","Y","N","Gp4","Gp4","Y","small_business"
"1",2050,36,0.1596,72.04,"C",9,"No Default",23.34,1,12,0.65,34,"N","N","Y","Gp1","Gp4","Y","debt_consolidation"
"1",6000,36,0.0768,187.15,"A",10,"No Default",8.4,1,10,0.11,36,"Y","N","N","Gp3","Gp2","N","debt_consolidation"
"1",5000,36,0.1261,167.54,"C",6,"No Default",9.36,0,8,0.437,25,"N","N","Y","Gp2","Gp2","Y","debt_consolidation"
"1",20000,60,0.1065,431.37,"B",4,"No Default",16.35,0,20,0.186,50,"N","N","Y","Gp4","Gp5","Y","credit_card"
"1",16000,36,0.1038,519.14,"B",10,"No Default",15.92,1,12,0.153,29,"Y","N","Y","Gp5","Gp3","Y","debt_consolidation"
"1",19200,36,0.1465,662.29,"C",9,"No Default",12.63,1,11,0.686,31,"N","Y","Y","Gp4","Gp4","Y","debt_consolidation"
