"creditpolicy","loanamnt","term","intrate","installment","grade","emplength","targetloanstatus","dti","inqlast6mths","openacc","revolutil","totalacc","emp10years","delin2years","homeowner","annualinc_bin","verified","purpose_mod","revolbal_bin","loanstatus"
"1",4800,36,0.1479,165.91,"C",4,"No Default",6.96,1,11,0.9,15,"N","N","N","Gp3","N","moving","Gp3","No Default"
"1",25000,60,0.1036,535.62,"B",10,"No Default",18.1,2,6,0.479,17,"Y","N","Y","Gp2","Y","small_business","Gp5","No Default"
"1",6000,36,0.1349,203.59,"C",0,"No Default",2,0,3,0.988,10,"N","N","Y","Gp1","N","credit_card","Gp1","No Default"
"1",10000,36,0.0662,307.04,"A",8,"No Default",13.42,3,13,0.386,31,"N","N","Y","Gp2","Y","credit_card","Gp3","No Default"
"1",20000,36,0.1253,669.33,"B",7,"No Default",3.65,0,3,0.308,8,"N","N","Y","Gp3","N","other","Gp3","No Default"
"1",3200,60,0.1398,74.43,"C",3,"No Default",22.72,0,15,0.654,18,"N","N","Y","Gp2","N","debt_consolidation","Gp4","No Default"
"1",3600,36,0.0599,109.51,"A",3,"No Default",4.67,0,5,0.815,7,"N","N","N","Gp1","N","credit_card","Gp2","No Default"
"1",6000,36,0.0859,189.67,"A",10,"No Default",8.61,1,10,0.383,18,"Y","N","N","Gp3","Y","other","Gp4","No Default"
"1",20000,60,0.1969,526.44,"E",6,"No Default",8.81,0,4,0.939,15,"N","N","N","Gp5","Y","credit_card","Gp4","No Default"
"1",22000,36,0.1392,751.02,"C",10,"No Default",23.92,0,8,0.613,26,"Y","N","Y","Gp4","N","credit_card","Gp4","No Default"
"1",12750,36,0.1595,447.94,"D",10,"No Default",10.59,2,6,0.779,22,"Y","N","Y","Gp5","Y","home_improvement","Gp4","No Default"
"1",20000,36,0.0691,383.14,"A",2,"No Default",5.99,3,9,0.171,21,"N","N","Y","Gp5","Y","small_business","Gp2","No Default"
"1",14000,36,0.1114,459.25,"B",3,"No Default",14.21,0,5,0.688,18,"N","N","N","Gp2","N","credit_card","Gp4","No Default"
"1",4800,36,0.1349,162.87,"C",0,"No Default",11.5,2,15,0.737,20,"N","Y","N","Gp1","Y","debt_consolidation","Gp2","No Default"
"1",6000,36,0.0768,96.69,"A",8,"No Default",9.39,1,8,0.215,17,"N","N","N","Gp2","N","major_purchase","Gp4","No Default"
"1",3850,36,0.1268,129.13,"C",2,"No Default",11.21,0,10,0.506,18,"N","Y","N","Gp1","N","credit_card","Gp2","No Default"
"1",12000,36,0.1149,395.66,"B",2,"No Default",20.13,0,10,0.76,21,"N","N","N","Gp3","Y","debt_consolidation","Gp4","No Default"
"1",20000,36,0.1218,666,"B",5,"No Default",13.5,0,9,0.637,19,"N","N","N","Gp3","Y","debt_consolidation","Gp5","No Default"
"1",6400,60,0.2294,180.2,"F",3,"No Default",2.8,0,5,0.798,9,"N","N","N","Gp3","Y","small_business","Gp2","No Default"
"1",27050,36,0.1349,917.82,"C",4,"No Default",21.34,0,7,0.504,16,"N","N","N","Gp3","Y","small_business","Gp2","No Default"
"1",4000,36,0.1322,135.21,"C",0,"No Default",2.47,0,2,0.478,3,"N","N","N","Gp1","N","other","Gp1","No Default"
"1",10000,36,0.0729,310.1,"A",0,"No Default",8.23,0,4,0.474,7,"N","N","N","Gp2","Y","small_business","Gp2","No Default"
"1",10000,36,0.1242,334.16,"B",3,"No Default",2.37,2,6,0.291,9,"N","N","N","Gp4","Y","debt_consolidation","Gp1","No Default"
"0",1000,36,0.0859,31.62,"A",1,"No Default",12.05,0,4,0.043,13,"N","N","Y","Gp5","N","home_improvement","Gp5","No Default"
"1",15500,36,0.0788,484.86,"A",10,"No Default",3.58,1,12,0.148,22,"Y","N","N","Gp4","Y","moving","Gp3","No Default"
"1",1675,36,0.0774,52.3,"A",7,"No Default",4.68,0,6,0.279,7,"N","N","N","Gp1","N","credit_card","Gp2","No Default"
"1",12675,60,0.1111,276.29,"B",2,"No Default",25.23,1,8,0.434,21,"N","N","N","Gp2","Y","credit_card","Gp4","No Default"
"1",8400,36,0.1719,300.28,"E",4,"No Default",14.24,1,15,0.986,43,"N","N","N","Gp5","Y","small_business","Gp5","No Default"
"1",25000,36,0.1793,608.58,"E",3,"No Default",10.32,2,11,0.298,42,"N","Y","Y","Gp5","Y","debt_consolidation","Gp5","No Default"
"1",5900,60,0.1479,139.72,"C",2,"No Default",10.43,1,12,0.342,20,"N","N","N","Gp2","Y","moving","Gp3","No Default"
"1",6400,36,0.0662,196.51,"A",2,"No Default",7.92,2,7,0.319,23,"N","N","N","Gp4","Y","moving","Gp1","No Default"
"1",12800,60,0.1349,294.47,"C",4,"No Default",16.59,0,9,0.859,14,"N","N","N","Gp2","N","debt_consolidation","Gp3","No Default"
"1",6000,36,0.1199,199.26,"B",10,"No Default",13.7,1,7,0.589,10,"Y","N","N","Gp3","Y","debt_consolidation","Gp2","No Default"
"1",21000,36,0.1199,697.41,"B",4,"No Default",17.71,0,11,0.84,22,"N","N","Y","Gp4","Y","debt_consolidation","Gp3","No Default"
"1",4800,36,0.0749,149.29,"A",3,"No Default",18.22,0,4,0.489,11,"N","N","N","Gp1","N","debt_consolidation","Gp2","No Default"
"1",4000,36,0.0859,126.45,"A",7,"No Default",7.67,2,10,0.666,27,"N","N","Y","Gp5","N","other","Gp5","No Default"
"1",10000,36,0.0775,312.22,"A",5,"No Default",5.24,0,9,0.087,22,"N","N","N","Gp1","N","debt_consolidation","Gp2","No Default"
"1",6000,36,0.1411,205.38,"D",2,"No Default",7.98,1,8,0.589,22,"N","Y","Y","Gp1","Y","other","Gp1","No Default"
"1",19400,60,0.1099,421.71,"B",6,"No Default",19.32,0,10,0.5,27,"N","N","Y","Gp5","Y","debt_consolidation","Gp4","No Default"
"1",22000,36,0.1719,786.45,"E",7,"No Default",22.66,1,8,0.916,18,"N","N","N","Gp3","Y","debt_consolidation","Gp5","No Default"
"1",10000,36,0.0617,305,"A",10,"No Default",1.55,0,4,0.291,15,"Y","N","Y","Gp5","Y","other","Gp2","No Default"
"1",12000,36,0.0999,387.15,"B",4,"No Default",7.25,0,3,0.903,17,"N","N","Y","Gp4","N","credit_card","Gp4","No Default"
"1",10000,36,0.0751,311.1,"A",8,"No Default",8.6,0,9,0.22,16,"N","N","N","Gp1","N","other","Gp2","No Default"
"1",18000,60,0.1112,392.45,"B",8,"No Default",19.51,0,7,0.379,24,"N","N","Y","Gp3","Y","debt_consolidation","Gp4","No Default"
"1",5000,36,0.1099,163.67,"B",10,"No Default",12.31,1,14,0.476,47,"Y","N","Y","Gp4","Y","house","Gp3","No Default"
"1",12000,36,0.079,375.49,"A",3,"No Default",4.41,0,6,0.321,25,"N","N","N","Gp5","N","credit_card","Gp4","No Default"
"1",6000,36,0.0603,182.62,"A",5,"No Default",11.39,0,10,0.154,26,"N","N","Y","Gp3","N","other","Gp2","No Default"
"1",3000,36,0.0579,90.99,"A",4,"No Default",11.15,0,13,0.024,22,"N","N","Y","Gp2","N","car","Gp1","No Default"
"1",10000,36,0.1349,339.31,"C",1,"No Default",8.06,2,11,0.472,32,"N","Y","N","Gp2","Y","debt_consolidation","Gp3","No Default"
"1",2000,36,0.1311,67.49,"C",1,"No Default",18,0,2,0,10,"N","Y","N","Gp1","N","other","Gp1","No Default"
"1",3000,60,0.1727,75,"D",5,"No Default",11.42,1,11,0.665,15,"N","N","N","Gp1","Y","debt_consolidation","Gp3","No Default"
"0",10500,60,0.1483,248.86,"D",3,"No Default",1.53,4,12,0.352,39,"N","Y","Y","Gp2","Y","debt_consolidation","Gp1","No Default"
"1",6000,60,0.1361,138.4,"C",6,"No Default",11.55,0,7,0.841,13,"N","N","N","Gp4","Y","vacation","Gp2","No Default"
"1",7200,36,0.1422,246.85,"C",0,"No Default",2.02,1,5,0.424,10,"N","Y","N","Gp4","N","other","Gp1","No Default"
"1",7000,36,0.1028,226.8,"C",2,"No Default",10.05,0,15,0.338,15,"N","N","N","Gp3","N","debt_consolidation","Gp3","No Default"
"1",5600,36,0.1484,193.69,"D",3,"No Default",14.04,0,8,0.535,14,"N","N","N","Gp1","N","debt_consolidation","Gp2","No Default"
"1",12000,36,0.1038,389.36,"B",3,"No Default",18.28,0,9,0.527,27,"N","N","Y","Gp3","Y","medical","Gp3","No Default"
"1",14000,60,0.1595,340.09,"D",6,"No Default",13.85,0,6,0.906,11,"N","N","N","Gp5","Y","other","Gp5","No Default"
"1",9200,36,0.0894,292.3,"A",2,"No Default",24.44,1,9,0.209,24,"N","N","N","Gp2","N","debt_consolidation","Gp3","No Default"
"1",24000,36,0.2016,893.85,"G",9,"No Default",2.35,0,3,0.043,16,"N","Y","N","Gp5","N","home_improvement","Gp1","No Default"
"1",13500,36,0.1323,456.37,"C",3,"No Default",18.29,0,17,0.726,35,"N","N","Y","Gp3","N","debt_consolidation","Gp5","No Default"
"1",10750,36,0.1595,377.68,"D",3,"No Default",22.78,2,10,0.953,14,"N","N","Y","Gp1","N","debt_consolidation","Gp4","No Default"
"1",13000,36,0.1727,465.24,"D",6,"No Default",20.61,1,19,0.45,23,"N","N","N","Gp4","Y","debt_consolidation","Gp4","No Default"
"1",7000,36,0.0766,218.26,"A",10,"No Default",0.32,0,4,0.051,21,"Y","N","N","Gp1","Y","moving","Gp1","No Default"
"1",23700,36,0.0617,722.83,"A",10,"No Default",21.57,0,9,0.456,21,"Y","N","Y","Gp4","Y","credit_card","Gp4","No Default"
"1",13000,36,0.1533,452.77,"D",10,"No Default",22.76,2,8,0.9,31,"Y","N","Y","Gp3","N","debt_consolidation","Gp5","No Default"
"1",20000,60,0.1491,420.02,"D",9,"No Default",16.85,0,12,0.628,21,"N","N","N","Gp5","Y","debt_consolidation","Gp5","No Default"
"1",6000,60,0.1273,135.7,"C",2,"No Default",21.05,0,10,0.281,30,"N","N","N","Gp1","Y","other","Gp1","No Default"
"1",7200,60,0.1306,164.05,"C",7,"No Default",18.17,1,13,0.7,21,"N","Y","N","Gp3","Y","other","Gp2","No Default"
"1",26375,60,0.1758,663.75,"D",10,"No Default",22.66,1,14,0.822,36,"Y","N","Y","Gp5","Y","debt_consolidation","Gp5","No Default"
"0",10400,36,0.1482,359.61,"E",8,"No Default",3.82,0,6,0.596,18,"N","Y","Y","Gp4","N","debt_consolidation","Gp3","No Default"
"1",10000,36,0.1454,344.41,"D",10,"No Default",15.86,1,17,0.273,32,"Y","N","N","Gp3","Y","other","Gp2","No Default"
"1",14125,60,0.1788,357.77,"E",3,"No Default",22.04,0,16,0.443,38,"N","Y","N","Gp3","Y","debt_consolidation","Gp3","No Default"
"1",15000,60,0.1099,326.07,"B",8,"No Default",7.38,0,5,0.029,16,"N","N","Y","Gp4","N","other","Gp1","No Default"
"1",2300,36,0.1317,77.69,"D",10,"No Default",2.26,0,4,0.884,13,"Y","N","N","Gp1","Y","moving","Gp1","No Default"
"1",20000,60,0.1825,510.6,"F",5,"No Default",11.81,0,5,0.923,11,"N","N","Y","Gp4","Y","debt_consolidation","Gp5","No Default"
"1",11300,36,0.1269,379.06,"B",7,"No Default",16.33,1,9,0.747,22,"N","N","Y","Gp1","N","credit_card","Gp4","No Default"
"1",25000,60,0.1149,549.69,"B",6,"No Default",6.04,0,9,0.088,22,"N","N","Y","Gp4","Y","car","Gp1","No Default"
"1",10000,36,0.138,340.81,"C",10,"No Default",0.28,3,3,0.006,16,"Y","N","Y","Gp2","Y","debt_consolidation","Gp1","No Default"
"1",20000,36,0.1335,677.26,"C",10,"No Default",15.68,1,9,0.618,21,"Y","Y","Y","Gp5","Y","debt_consolidation","Gp5","No Default"
"1",24000,60,0.0962,315.91,"B",10,"No Default",12.36,1,14,0.123,22,"Y","N","Y","Gp3","Y","debt_consolidation","Gp5","No Default"
"1",3500,36,0.1435,120.22,"C",0,"No Default",8.5,0,2,0,5,"N","N","Y","Gp2","Y","small_business","Gp1","No Default"
"1",9600,36,0.1323,324.53,"C",10,"No Default",17.11,0,5,0.862,27,"Y","N","N","Gp2","N","credit_card","Gp5","No Default"
"1",5000,36,0.1218,166.5,"B",1,"No Default",17.64,0,13,0.379,13,"N","N","N","Gp3","Y","wedding","Gp3","No Default"
"1",5000,36,0.1393,170.72,"E",10,"No Default",22.57,2,17,0.756,44,"Y","N","Y","Gp4","N","car","Gp5","No Default"
"1",1700,36,0.0699,52.49,"A",5,"No Default",5.2,0,4,0.199,5,"N","N","N","Gp1","N","car","Gp2","No Default"
"0",4000,36,0.0863,126.52,"A",6,"No Default",0.9,3,2,0.015,2,"N","N","N","Gp1","N","other","Gp1","No Default"
"0",5500,36,0.1607,193.57,"D",10,"No Default",19.35,8,6,0.109,12,"Y","N","Y","Gp2","N","other","Gp1","No Default"
"1",12000,60,0.1037,257.16,"B",5,"No Default",19.14,0,10,0.542,30,"N","N","Y","Gp3","N","credit_card","Gp4","No Default"
"1",15000,36,0.1322,507.01,"C",7,"No Default",1.66,2,9,0.815,12,"N","N","Y","Gp4","N","debt_consolidation","Gp4","No Default"
"1",7850,36,0.0996,253.16,"B",3,"No Default",6.14,1,5,0.342,17,"N","N","N","Gp1","N","debt_consolidation","Gp1","No Default"
"1",25000,60,0.1756,628.87,"E",10,"No Default",13.9,2,6,0.686,17,"Y","Y","Y","Gp5","Y","credit_card","Gp5","No Default"
"0",12000,36,0.1361,407.87,"C",6,"No Default",1.1,4,8,0.364,21,"N","Y","N","Gp1","Y","home_improvement","Gp2","No Default"
"1",9500,36,0.1299,320.05,"C",3,"No Default",20.32,1,7,0.648,22,"N","N","Y","Gp1","Y","debt_consolidation","Gp3","No Default"
"1",4500,36,0.0888,142.85,"B",9,"No Default",7.07,2,10,0.47,23,"N","N","Y","Gp3","N","credit_card","Gp3","No Default"
"1",9000,60,0.1111,196.18,"B",0,"No Default",12.13,0,8,0.771,17,"N","N","N","Gp5","Y","debt_consolidation","Gp5","No Default"
"1",6400,36,0.0729,198.47,"A",4,"No Default",27.07,0,12,0.395,20,"N","N","N","Gp3","N","debt_consolidation","Gp3","No Default"
"1",6000,36,0.1136,197.47,"B",2,"No Default",4.58,0,4,0.08,7,"N","N","N","Gp3","N","major_purchase","Gp1","No Default"
"1",20000,36,0.1046,649.68,"B",1,"No Default",16.2,2,13,0.421,28,"N","N","N","Gp5","N","debt_consolidation","Gp5","No Default"
"1",5000,36,0.0751,155.56,"A",0,"No Default",3.7,0,6,0.718,15,"N","N","N","Gp3","Y","moving","Gp2","No Default"
"1",8000,36,0.1505,277.53,"D",2,"No Default",10.62,1,7,0.825,39,"N","N","Y","Gp2","N","small_business","Gp3","No Default"
"1",1400,36,0.1426,48.03,"C",9,"No Default",13.83,2,9,0.536,13,"N","N","Y","Gp2","N","debt_consolidation","Gp2","No Default"
"1",13125,36,0.1059,427.16,"B",10,"No Default",17.59,2,13,0.525,26,"Y","N","Y","Gp5","Y","debt_consolidation","Gp5","No Default"
"1",5000,60,0.1595,121.46,"D",8,"No Default",8.65,0,7,0.772,21,"N","N","Y","Gp5","N","debt_consolidation","Gp3","No Default"
"1",35000,60,0.1749,557.6,"D",6,"No Default",21.67,3,9,0.403,21,"N","N","Y","Gp5","Y","small_business","Gp4","No Default"
"1",5000,36,0.08,156.69,"A",0,"No Default",7.12,3,8,0.489,17,"N","N","Y","Gp3","N","other","Gp4","No Default"
"1",6000,36,0.0999,193.58,"B",1,"No Default",2.38,2,17,0.537,31,"N","N","Y","Gp4","Y","home_improvement","Gp5","No Default"
"1",8000,36,0.1311,269.96,"C",7,"No Default",6.37,0,7,0.692,16,"N","N","N","Gp3","N","debt_consolidation","Gp3","No Default"
"1",18000,36,0.1739,645.26,"E",0,"No Default",15.67,0,13,0.962,30,"N","Y","Y","Gp5","Y","credit_card","Gp5","No Default"
"1",5000,36,0.0999,161.32,"B",2,"No Default",23.66,3,10,0.437,31,"N","N","Y","Gp4","Y","credit_card","Gp3","No Default"
"1",6000,36,0.1719,214.49,"E",2,"No Default",20.78,1,9,0.982,12,"N","N","N","Gp2","Y","debt_consolidation","Gp4","No Default"
"1",6400,36,0.0751,199.11,"A",10,"No Default",9.4,1,18,0.144,42,"Y","N","Y","Gp4","N","debt_consolidation","Gp4","No Default"
"1",18000,60,0.1036,385.65,"B",3,"No Default",8.89,3,15,0.461,36,"N","N","Y","Gp5","N","debt_consolidation","Gp5","No Default"
"1",15000,36,0.1379,511.14,"C",2,"No Default",3.08,7,7,0.175,15,"N","N","Y","Gp4","Y","house","Gp1","No Default"
"1",8000,36,0.1025,259.08,"B",10,"No Default",2.68,3,12,0.051,28,"Y","N","Y","Gp5","N","other","Gp2","No Default"
"1",18500,36,0.1111,606.64,"B",10,"No Default",12.62,0,11,0.368,31,"Y","N","Y","Gp4","Y","debt_consolidation","Gp3","No Default"
"1",7000,36,0.1298,235.8,"C",2,"No Default",13.51,1,3,0.492,14,"N","Y","Y","Gp3","Y","other","Gp1","No Default"
"1",2400,36,0.1099,78.57,"B",4,"No Default",18.39,0,4,0,5,"N","N","N","Gp2","Y","other","Gp1","No Default"
"1",20000,60,0.1269,451.9,"B",7,"No Default",15.53,1,5,0.56,21,"N","N","N","Gp3","Y","debt_consolidation","Gp3","No Default"
"1",12000,36,0.1037,389.3,"B",10,"No Default",11.39,0,4,0.463,19,"Y","N","Y","Gp5","Y","credit_card","Gp5","No Default"
"1",2400,36,0.0542,72.39,"A",7,"No Default",7.78,2,12,0.151,41,"N","N","Y","Gp5","Y","other","Gp4","No Default"
"1",15000,36,0.1112,491.94,"B",10,"No Default",18.37,3,14,0.454,25,"Y","N","N","Gp3","Y","debt_consolidation","Gp3","No Default"
"1",2000,36,0.0925,63.84,"B",2,"No Default",11.93,0,12,0.837,30,"N","N","Y","Gp5","N","home_improvement","Gp5","No Default"
"1",9600,36,0.0542,289.54,"A",10,"No Default",1.68,0,8,0.118,30,"Y","N","Y","Gp4","N","debt_consolidation","Gp2","No Default"
"1",6500,36,0.1242,217.2,"B",10,"No Default",11.66,1,9,0.498,32,"Y","N","Y","Gp5","Y","debt_consolidation","Gp3","No Default"
"1",8000,36,0.0729,248.08,"A",4,"No Default",14.1,0,15,0.41,24,"N","N","Y","Gp3","Y","credit_card","Gp4","No Default"
"1",6000,36,0.0863,159.73,"A",10,"No Default",1.84,1,9,0.154,17,"Y","N","Y","Gp4","N","home_improvement","Gp1","No Default"
"1",16000,60,0.1112,348.84,"B",0,"No Default",10.88,4,6,0.278,25,"N","N","Y","Gp2","Y","debt_consolidation","Gp2","No Default"
"1",14000,60,0.1417,327,"C",10,"No Default",13.03,1,3,0.767,13,"Y","N","N","Gp2","Y","debt_consolidation","Gp4","No Default"
"0",7500,36,0.1166,247.9,"C",3,"No Default",17.5,6,8,0.191,24,"N","N","Y","Gp3","N","debt_consolidation","Gp1","No Default"
"1",13000,36,0.1183,430.75,"B",3,"No Default",4.17,3,7,0.09,21,"N","Y","Y","Gp5","Y","credit_card","Gp1","No Default"
"1",6000,36,0.0999,193.58,"B",1,"No Default",6.11,1,6,0.19,12,"N","N","N","Gp2","N","moving","Gp2","No Default"
"1",1600,36,0.1298,53.9,"C",4,"No Default",7.1,2,12,0.425,19,"N","N","N","Gp1","Y","other","Gp2","No Default"
"1",7500,36,0.0751,233.32,"A",8,"No Default",15.79,1,8,0.561,20,"N","N","Y","Gp4","N","debt_consolidation","Gp5","No Default"
"1",9600,36,0.0751,298.65,"A",0,"No Default",13.2,2,9,0.345,18,"N","N","N","Gp2","N","debt_consolidation","Gp4","No Default"
"1",1600,36,0.1349,54.29,"C",4,"No Default",9.67,0,5,0.675,6,"N","N","N","Gp2","N","vacation","Gp3","No Default"
"1",14400,60,0.1186,319.31,"B",1,"No Default",19.76,1,6,0.712,8,"N","N","N","Gp2","Y","debt_consolidation","Gp4","No Default"
"0",9500,36,0.1565,332.37,"D",4,"No Default",18.72,5,13,0.598,22,"N","N","N","Gp2","N","debt_consolidation","Gp3","No Default"
"1",20000,60,0.1677,494.59,"D",7,"No Default",22.82,1,12,0.567,22,"N","N","N","Gp2","Y","credit_card","Gp4","No Default"
"0",2500,36,0.1645,88.45,"E",2,"No Default",1.53,5,3,0.327,5,"N","N","N","Gp1","N","other","Gp1","No Default"
"1",14000,36,0.1273,469.93,"C",2,"No Default",18.85,0,12,0.755,29,"N","N","Y","Gp4","N","debt_consolidation","Gp5","No Default"
"1",5000,36,0.0999,161.32,"B",5,"No Default",15.45,1,14,0.366,20,"N","N","N","Gp4","N","major_purchase","Gp4","No Default"
"1",25000,36,0.1409,855.54,"D",6,"No Default",15.97,1,7,0.652,11,"N","N","N","Gp4","Y","debt_consolidation","Gp5","No Default"
"1",18200,36,0.079,569.49,"A",5,"No Default",17.37,0,14,0.292,22,"N","N","Y","Gp4","Y","credit_card","Gp3","No Default"
"1",8000,36,0.0749,248.82,"A",9,"No Default",17.04,1,9,0.413,19,"N","N","Y","Gp3","N","home_improvement","Gp5","No Default"
"1",1600,36,0.1426,54.89,"C",1,"No Default",16.15,2,5,0.418,9,"N","N","N","Gp2","Y","debt_consolidation","Gp1","No Default"
"1",13400,36,0.0999,432.32,"B",3,"No Default",15.76,0,9,0.647,22,"N","N","N","Gp1","N","debt_consolidation","Gp4","No Default"
"1",5000,36,0.0963,160.48,"A",4,"No Default",11.12,1,14,0.126,25,"N","N","Y","Gp2","Y","other","Gp2","No Default"
"1",22000,36,0.1099,720.18,"B",2,"No Default",7.26,0,4,0.572,15,"N","N","N","Gp5","N","credit_card","Gp5","No Default"
"1",17000,36,0.0751,528.89,"A",3,"No Default",21.19,0,7,0.578,20,"N","N","N","Gp3","Y","debt_consolidation","Gp4","No Default"
"1",4000,36,0.1074,130.47,"B",2,"No Default",4.97,1,4,0.685,11,"N","N","N","Gp1","N","debt_consolidation","Gp2","No Default"
"1",21600,36,0.1322,730.1,"C",0,"No Default",10.49,2,7,0.904,24,"N","N","Y","Gp5","N","debt_consolidation","Gp5","No Default"
"1",8000,36,0.1565,279.88,"D",7,"No Default",24.7,1,4,0.284,21,"N","N","Y","Gp1","N","car","Gp1","No Default"
"1",8000,60,0.0963,168.53,"B",10,"No Default",25.55,0,8,0.047,17,"Y","N","Y","Gp3","Y","home_improvement","Gp1","No Default"
"1",1500,36,0.0691,46.26,"A",2,"No Default",0.74,0,2,0.138,14,"N","N","N","Gp1","N","debt_consolidation","Gp1","No Default"
"1",6500,60,0.1398,151.18,"C",0,"No Default",0.11,1,14,0.045,23,"N","Y","N","Gp3","N","car","Gp1","No Default"
"1",9250,36,0.079,289.44,"A",10,"No Default",24.56,1,9,0.477,23,"Y","N","Y","Gp2","Y","debt_consolidation","Gp5","No Default"
"1",7750,60,0.164,190.12,"E",10,"No Default",21.6,1,10,0.701,24,"Y","N","N","Gp1","N","credit_card","Gp4","No Default"
"1",10500,36,0.1825,380.92,"F",3,"No Default",16.56,0,18,0.868,24,"N","Y","N","Gp2","Y","debt_consolidation","Gp3","No Default"
"1",1200,36,0.1756,43.12,"E",4,"No Default",9.36,0,5,0.996,15,"N","N","N","Gp3","Y","other","Gp1","No Default"
"1",16000,60,0.1758,402.65,"D",3,"No Default",16.73,1,7,0.534,18,"N","Y","N","Gp1","Y","debt_consolidation","Gp4","No Default"
"1",5000,36,0.1186,165.74,"B",5,"No Default",17.79,1,13,0.138,27,"N","N","Y","Gp3","Y","debt_consolidation","Gp1","No Default"
"1",6800,36,0.0692,209.72,"A",9,"No Default",23.31,2,6,0.408,26,"N","Y","N","Gp2","N","medical","Gp3","No Default"
"1",5600,36,0.0729,173.66,"A",5,"No Default",7.2,1,5,0.393,18,"N","N","N","Gp1","Y","debt_consolidation","Gp3","No Default"
"1",7000,36,0.0579,212.29,"A",2,"No Default",20.26,0,8,0.604,22,"N","N","Y","Gp5","Y","credit_card","Gp2","No Default"
"1",6000,36,0.0729,186.06,"A",7,"No Default",6.55,0,7,0.423,11,"N","N","N","Gp3","Y","wedding","Gp2","No Default"
"1",13800,36,0.1183,457.25,"B",2,"No Default",20.86,1,10,0.596,20,"N","N","N","Gp3","N","credit_card","Gp5","No Default"
"1",4000,36,0.0729,124.04,"A",1,"No Default",21.27,0,9,0.713,24,"N","N","Y","Gp3","N","car","Gp4","No Default"
"1",25000,60,0.1793,408.86,"E",10,"No Default",16.64,1,9,0.854,26,"Y","N","Y","Gp5","Y","debt_consolidation","Gp5","No Default"
"1",7200,60,0.1136,157.85,"B",2,"No Default",20.34,2,9,0.801,28,"N","N","N","Gp4","N","debt_consolidation","Gp2","No Default"
"1",7200,36,0.1454,247.98,"D",4,"No Default",16.64,1,15,0.54,24,"N","N","N","Gp1","N","debt_consolidation","Gp2","No Default"
"1",15000,60,0.1323,343.07,"C",3,"No Default",20.46,0,12,0.703,13,"N","N","Y","Gp3","N","home_improvement","Gp4","No Default"
"1",6000,36,0.0751,186.67,"A",9,"No Default",1.04,0,7,0.061,42,"N","Y","N","Gp3","N","medical","Gp1","No Default"
"1",3500,36,0.1218,116.55,"B",0,"No Default",18.18,1,4,0.665,15,"N","N","N","Gp2","N","other","Gp2","No Default"
"1",16800,36,0.1562,587.5,"D",6,"No Default",19.03,1,6,0.921,10,"N","N","Y","Gp4","Y","debt_consolidation","Gp5","No Default"
"1",13500,36,0.0729,418.64,"A",2,"No Default",14.82,1,12,0.374,28,"N","N","N","Gp4","N","debt_consolidation","Gp4","No Default"
"1",3000,36,0.1178,99.33,"C",3,"No Default",5.29,0,4,0.805,13,"N","Y","N","Gp4","N","credit_card","Gp3","No Default"
"1",2000,36,0.1349,67.87,"C",1,"No Default",15.95,2,11,0.517,15,"N","N","N","Gp2","N","other","Gp2","No Default"
"1",25000,36,0.1036,810.92,"B",10,"No Default",0.94,0,9,0.676,21,"Y","N","N","Gp5","Y","debt_consolidation","Gp5","No Default"
"1",8000,36,0.0849,252.51,"A",1,"No Default",4.5,0,16,0.567,24,"N","N","Y","Gp5","N","other","Gp4","No Default"
"1",16750,60,0.1974,441.36,"F",5,"No Default",19.65,1,11,0.558,18,"N","N","N","Gp2","Y","debt_consolidation","Gp4","No Default"
"0",10000,36,0.1261,335.07,"C",6,"No Default",17.52,4,9,0.384,29,"N","N","Y","Gp3","N","home_improvement","Gp2","No Default"
"1",5500,36,0.1186,182.32,"B",2,"No Default",5.32,0,8,0.722,20,"N","N","N","Gp1","N","debt_consolidation","Gp2","No Default"
"1",10000,36,0.1154,329.95,"C",9,"No Default",20,2,18,0.448,34,"N","N","Y","Gp5","N","debt_consolidation","Gp5","No Default"
"1",3200,36,0.1149,105.51,"B",3,"No Default",19.66,2,11,0.288,12,"N","N","N","Gp1","Y","debt_consolidation","Gp2","No Default"
"1",5000,36,0.1158,165.07,"B",2,"No Default",0.38,3,5,0.078,7,"N","N","N","Gp2","Y","house","Gp1","No Default"
"1",14000,60,0.1186,310.44,"B",4,"No Default",6.74,0,11,0.356,16,"N","N","Y","Gp5","Y","major_purchase","Gp3","No Default"
"1",1800,36,0.1136,59.24,"B",3,"No Default",18.72,0,7,0.901,19,"N","N","N","Gp1","Y","other","Gp4","No Default"
"1",20000,60,0.164,490.63,"E",7,"No Default",13.19,0,22,0.182,59,"N","N","Y","Gp2","Y","debt_consolidation","Gp4","No Default"
"1",4200,36,0.1059,136.69,"B",10,"No Default",0.42,2,8,0.003,22,"Y","N","Y","Gp3","N","vacation","Gp1","No Default"
"1",9600,36,0.1037,311.44,"B",0,"No Default",24.68,0,11,0.829,18,"N","N","N","Gp5","Y","credit_card","Gp4","No Default"
"1",14000,36,0.1677,497.54,"D",0,"No Default",9.67,0,13,0.889,18,"N","N","Y","Gp5","Y","credit_card","Gp5","No Default"
"1",12000,60,0.1596,291.57,"C",2,"No Default",8.98,1,9,0.588,12,"N","N","N","Gp3","Y","debt_consolidation","Gp3","No Default"
